canonical_target,display_path,origin_path,declaration_id,source_location,copied_source_path,original_source_path,kind,signature,generic_bounds,safety,stability,since,constness,abi,alias_approximate,has_approximate_alias,existing_vstd_status,existing_vstd_provenance,planned_spec_status,semantic_family,source_observable_inputs,source_observable_outputs,source_observable_mutations,required_shared_model_helper,decisive_validation_command,final_contract_or_justified_no_spec_status,counting_basis
core::slice::split_first,core::slice::<[T]>::split_first,core::slice::split_first,core:61058,core/src/slice/mod.rs:198,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn split_first(&self) -> Option<(&T, &[T])>",none,safe,stable,1.5.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,&self,"Option<(&T, &[T])>",none; observational or constructor result only,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_first_chunk,core::slice::<[T]>::split_first_chunk,core::slice::split_first_chunk,core:61066,core/src/slice/mod.rs:387,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn split_first_chunk<const N: usize>(&self) -> Option<(&[T; N], &[T])>",<const N: usize>,safe,stable,1.77.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,&self,"Option<(&[T; N], &[T])>",none; observational or constructor result only,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_first_chunk_mut,core::slice::<[T]>::split_first_chunk_mut,core::slice::split_first_chunk_mut,core:61067,core/src/slice/mod.rs:417,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn split_first_chunk_mut<const N: usize>( &mut self, ) -> Option<(&mut [T; N], &mut [T])>",<const N: usize>,safe,stable,1.77.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"&mut self,","Option<(&mut [T; N], &mut [T])>",may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_first_mut,core::slice::<[T]>::split_first_mut,core::slice::split_first_mut,core:61059,core/src/slice/mod.rs:220,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn split_first_mut(&mut self) -> Option<(&mut T, &mut [T])>",none,safe,stable,1.5.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,&mut self,"Option<(&mut T, &mut [T])>",may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_inclusive,core::slice::<[T]>::split_inclusive,core::slice::split_inclusive,core:33523,core/src/slice/mod.rs:2305,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn split_inclusive<F>(&self, pred: F) -> SplitInclusive<'_, T, F> where F: FnMut(&T) -> bool,","<F> F: FnMut(&T) -> bool,",safe,stable,1.51.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"&self, pred: F","SplitInclusive<'_, T, F>",none; observational or constructor result only,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_inclusive_mut,core::slice::<[T]>::split_inclusive_mut,core::slice::split_inclusive_mut,core:33548,core/src/slice/mod.rs:2329,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn split_inclusive_mut<F>(&mut self, pred: F) -> SplitInclusiveMut<'_, T, F> where F: FnMut(&T) -> bool,","<F> F: FnMut(&T) -> bool,",safe,stable,1.51.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"&mut self, pred: F","SplitInclusiveMut<'_, T, F>",may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_last,core::slice::<[T]>::split_last,core::slice::split_last,core:61060,core/src/slice/mod.rs:240,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn split_last(&self) -> Option<(&T, &[T])>",none,safe,stable,1.5.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,&self,"Option<(&T, &[T])>",none; observational or constructor result only,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_last_chunk,core::slice::<[T]>::split_last_chunk,core::slice::split_last_chunk,core:61068,core/src/slice/mod.rs:447,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn split_last_chunk<const N: usize>(&self) -> Option<(&[T], &[T; N])>",<const N: usize>,safe,stable,1.77.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,&self,"Option<(&[T], &[T; N])>",none; observational or constructor result only,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_last_chunk_mut,core::slice::<[T]>::split_last_chunk_mut,core::slice::split_last_chunk_mut,core:61069,core/src/slice/mod.rs:478,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn split_last_chunk_mut<const N: usize>( &mut self, ) -> Option<(&mut [T], &mut [T; N])>",<const N: usize>,safe,stable,1.77.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"&mut self,","Option<(&mut [T], &mut [T; N])>",may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_last_mut,core::slice::<[T]>::split_last_mut,core::slice::split_last_mut,core:61061,core/src/slice/mod.rs:262,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub const fn split_last_mut(&mut self) -> Option<(&mut T, &mut [T])>",none,safe,stable,1.5.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,&mut self,"Option<(&mut T, &mut [T])>",may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_mut,core::slice::<[T]>::split_mut,core::slice::split_mut,core:33536,core/src/slice/mod.rs:2269,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn split_mut<F>(&mut self, pred: F) -> SplitMut<'_, T, F> where F: FnMut(&T) -> bool,","<F> F: FnMut(&T) -> bool,",safe,stable,1.0.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"&mut self, pred: F","SplitMut<'_, T, F>",may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_off,core::slice::<[T]>::split_off,core::slice::split_off,core:61136,core/src/slice/mod.rs:4913,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn split_off<'a, R: OneSidedRange<usize>>( self: &mut &'a Self, range: R, ) -> Option<&'a Self>","<'a, R: OneSidedRange<usize>>",safe,stable,1.87.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"self: &mut &'a Self, range: R,",Option<&'a Self>,may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_off_first,core::slice::<[T]>::split_off_first,core::slice::split_off_first,core:61138,core/src/slice/mod.rs:5017,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,pub const fn split_off_first<'a>(self: &mut &'a Self) -> Option<&'a T>,<'a>,safe,stable,1.87.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,self: &mut &'a Self,Option<&'a T>,may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_off_first_mut,core::slice::<[T]>::split_off_first_mut,core::slice::split_off_first_mut,core:61139,core/src/slice/mod.rs:5042,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,pub const fn split_off_first_mut<'a>(self: &mut &'a mut Self) -> Option<&'a mut T>,<'a>,safe,stable,1.87.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,self: &mut &'a mut Self,Option<&'a mut T>,may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_off_last,core::slice::<[T]>::split_off_last,core::slice::split_off_last,core:61140,core/src/slice/mod.rs:5067,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,pub const fn split_off_last<'a>(self: &mut &'a Self) -> Option<&'a T>,<'a>,safe,stable,1.87.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,self: &mut &'a Self,Option<&'a T>,may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_off_last_mut,core::slice::<[T]>::split_off_last_mut,core::slice::split_off_last_mut,core:61141,core/src/slice/mod.rs:5092,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,pub const fn split_off_last_mut<'a>(self: &mut &'a mut Self) -> Option<&'a mut T>,<'a>,safe,stable,1.87.0,const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,self: &mut &'a mut Self,Option<&'a mut T>,may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::split_off_mut,core::slice::<[T]>::split_off_mut,core::slice::split_off_mut,core:61137,core/src/slice/mod.rs:4979,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn split_off_mut<'a, R: OneSidedRange<usize>>( self: &mut &'a mut Self, range: R, ) -> Option<&'a mut Self>","<'a, R: OneSidedRange<usize>>",safe,stable,1.87.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"self: &mut &'a mut Self, range: R,",Option<&'a mut Self>,may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::splitn,core::slice::<[T]>::splitn,core::slice::splitn,core:33579,core/src/slice/mod.rs:2419,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn splitn<F>(&self, n: usize, pred: F) -> SplitN<'_, T, F> where F: FnMut(&T) -> bool,","<F> F: FnMut(&T) -> bool,",safe,stable,1.0.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"&self, n: usize, pred: F","SplitN<'_, T, F>",none; observational or constructor result only,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::splitn_mut,core::slice::<[T]>::splitn_mut,core::slice::splitn_mut,core:33599,core/src/slice/mod.rs:2445,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn splitn_mut<F>(&mut self, n: usize, pred: F) -> SplitNMut<'_, T, F> where F: FnMut(&T) -> bool,","<F> F: FnMut(&T) -> bool,",safe,stable,1.0.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,iterator-splitting-and-chunking,"&mut self, n: usize, pred: F","SplitNMut<'_, T, F>",may mutate receiver slice contents; inventory requires old/final frame in generation phase,Seq subrange/chunk partition and iterator remaining-sequence helpers,python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::starts_with,core::slice::<[T]>::starts_with,core::slice::starts_with,core:61099,core/src/slice/mod.rs:2624,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn starts_with(&self, needle: &[T]) -> bool where T: PartialEq,","T: PartialEq,",safe,stable,1.0.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,search-prefix-suffix-ordering,"&self, needle: &[T]",bool,none; observational or constructor result only,"Seq membership, prefix/suffix/subrange, sortedness, and predicate observation helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::strip_circumfix,core::slice::<[T]>::strip_circumfix,core::slice::strip_circumfix,core:61103,core/src/slice/mod.rs:2763,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn strip_circumfix<S, P>(&self, prefix: &P, suffix: &S) -> Option<&[T]> where T: PartialEq, S: SlicePattern<Item = T> + ?Sized, P: SlicePattern<Item = T> + ?Sized,","<S, P> T: PartialEq, S: SlicePattern<Item = T> + ?Sized, P: SlicePattern<Item = T> + ?Sized,",safe,stable,1.99.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,search-prefix-suffix-ordering,"&self, prefix: &P, suffix: &S",Option<&[T]>,none; observational or constructor result only,"Seq membership, prefix/suffix/subrange, sortedness, and predicate observation helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::strip_prefix,core::slice::<[T]>::strip_prefix,core::slice::strip_prefix,core:61101,core/src/slice/mod.rs:2687,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn strip_prefix<P: SlicePattern<Item = T> + ?Sized>(&self, prefix: &P) -> Option<&[T]> where T: PartialEq,","<P: SlicePattern<Item = T> + ?Sized> T: PartialEq,",safe,stable,1.51.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,search-prefix-suffix-ordering,"&self, prefix: &P",Option<&[T]>,none; observational or constructor result only,"Seq membership, prefix/suffix/subrange, sortedness, and predicate observation helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::strip_suffix,core::slice::<[T]>::strip_suffix,core::slice::strip_suffix,core:61102,core/src/slice/mod.rs:2723,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn strip_suffix<P: SlicePattern<Item = T> + ?Sized>(&self, suffix: &P) -> Option<&[T]> where T: PartialEq,","<P: SlicePattern<Item = T> + ?Sized> T: PartialEq,",safe,stable,1.51.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,search-prefix-suffix-ordering,"&self, suffix: &P",Option<&[T]>,none; observational or constructor result only,"Seq membership, prefix/suffix/subrange, sortedness, and predicate observation helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
core::slice::subslice_range,core::slice::<[T]>::subslice_range,core::slice::subslice_range,core:61144,core/src/slice/mod.rs:5321,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/rust-core-slice/mod.rs,primitive_method,"pub fn subslice_range(&self, subslice: &[T]) -> Option<core::range::Range<usize>>",none,safe,stable,1.99.0,non-const,Rust,False,False,uncovered,none,planned-new-real-relation-spec,raw-pointer-and-provenance,"&self, subslice: &[T]",Option<core::range::Range<usize>>,none; observational or constructor result only,"slice Seq/View plus pointer provenance, length, alignment, and unsafe-domain helpers",python3 verification/check_inventory.py --modules-csv /home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-specgen-2026-08-11/results/modules.csv --inventory inventory/slice_exec_fn_inventory.csv --expect-total 132 --expect-existing-vstd 12,generated-new-real-relation-spec-static-revalidated,stable unique canonical core::slice exec API from results/coverage.csv; aliases/private/unstable rows excluded
