target,safe_name,batch_result_present,summary_artifact_present,summary_artifact_valid,batch_mismatched_fields,summary_mismatched_fields,field_mismatch_count,validation_passed,summary_artifact_path
alloc::collections::LinkedList::push_front,alloc__collections__LinkedList__push_front,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__LinkedList__push_front/summary.json
alloc::collections::LinkedList::push_front_mut,alloc__collections__LinkedList__push_front_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__LinkedList__push_front_mut/summary.json
alloc::collections::LinkedList::split_off,alloc__collections__LinkedList__split_off,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__LinkedList__split_off/summary.json
alloc::collections::VecDeque::as_mut_slices,alloc__collections__VecDeque__as_mut_slices,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__as_mut_slices/summary.json
alloc::collections::VecDeque::as_slices,alloc__collections__VecDeque__as_slices,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__as_slices/summary.json
alloc::collections::VecDeque::back,alloc__collections__VecDeque__back,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__back/summary.json
alloc::collections::VecDeque::back_mut,alloc__collections__VecDeque__back_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__back_mut/summary.json
alloc::collections::VecDeque::binary_search,alloc__collections__VecDeque__binary_search,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__binary_search/summary.json
alloc::collections::VecDeque::binary_search_by,alloc__collections__VecDeque__binary_search_by,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__binary_search_by/summary.json
alloc::collections::VecDeque::binary_search_by_key,alloc__collections__VecDeque__binary_search_by_key,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__binary_search_by_key/summary.json
alloc::collections::VecDeque::capacity,alloc__collections__VecDeque__capacity,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__capacity/summary.json
alloc::collections::VecDeque::contains,alloc__collections__VecDeque__contains,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__contains/summary.json
alloc::collections::VecDeque::drain,alloc__collections__VecDeque__drain,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__drain/summary.json
alloc::collections::VecDeque::front,alloc__collections__VecDeque__front,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__front/summary.json
alloc::collections::VecDeque::front_mut,alloc__collections__VecDeque__front_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__front_mut/summary.json
alloc::collections::VecDeque::get,alloc__collections__VecDeque__get,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__get/summary.json
alloc::collections::VecDeque::get_mut,alloc__collections__VecDeque__get_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__get_mut/summary.json
alloc::collections::VecDeque::insert_mut,alloc__collections__VecDeque__insert_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__insert_mut/summary.json
alloc::collections::VecDeque::is_empty,alloc__collections__VecDeque__is_empty,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__is_empty/summary.json
alloc::collections::VecDeque::iter_mut,alloc__collections__VecDeque__iter_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__iter_mut/summary.json
alloc::collections::VecDeque::make_contiguous,alloc__collections__VecDeque__make_contiguous,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__make_contiguous/summary.json
alloc::collections::VecDeque::partition_point,alloc__collections__VecDeque__partition_point,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__partition_point/summary.json
alloc::collections::VecDeque::pop_back_if,alloc__collections__VecDeque__pop_back_if,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__pop_back_if/summary.json
alloc::collections::VecDeque::pop_front_if,alloc__collections__VecDeque__pop_front_if,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__pop_front_if/summary.json
alloc::collections::VecDeque::push_back_mut,alloc__collections__VecDeque__push_back_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__push_back_mut/summary.json
alloc::collections::VecDeque::push_front_mut,alloc__collections__VecDeque__push_front_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__push_front_mut/summary.json
alloc::collections::VecDeque::range,alloc__collections__VecDeque__range,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__range/summary.json
alloc::collections::VecDeque::range_mut,alloc__collections__VecDeque__range_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__range_mut/summary.json
alloc::collections::VecDeque::reserve_exact,alloc__collections__VecDeque__reserve_exact,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__reserve_exact/summary.json
alloc::collections::VecDeque::resize_with,alloc__collections__VecDeque__resize_with,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__resize_with/summary.json
alloc::collections::VecDeque::retain,alloc__collections__VecDeque__retain,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__retain/summary.json
alloc::collections::VecDeque::retain_mut,alloc__collections__VecDeque__retain_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__retain_mut/summary.json
alloc::collections::VecDeque::rotate_left,alloc__collections__VecDeque__rotate_left,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__rotate_left/summary.json
alloc::collections::VecDeque::rotate_right,alloc__collections__VecDeque__rotate_right,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__rotate_right/summary.json
alloc::collections::VecDeque::shrink_to,alloc__collections__VecDeque__shrink_to,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__shrink_to/summary.json
alloc::collections::VecDeque::shrink_to_fit,alloc__collections__VecDeque__shrink_to_fit,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__shrink_to_fit/summary.json
alloc::collections::VecDeque::swap,alloc__collections__VecDeque__swap,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__swap/summary.json
alloc::collections::VecDeque::swap_remove_back,alloc__collections__VecDeque__swap_remove_back,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__swap_remove_back/summary.json
alloc::collections::VecDeque::swap_remove_front,alloc__collections__VecDeque__swap_remove_front,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__swap_remove_front/summary.json
alloc::collections::VecDeque::try_reserve,alloc__collections__VecDeque__try_reserve,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__try_reserve/summary.json
alloc::collections::VecDeque::try_reserve_exact,alloc__collections__VecDeque__try_reserve_exact,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__VecDeque__try_reserve_exact/summary.json
alloc::collections::btree_map::Entry::and_modify,alloc__collections__btree_map__Entry__and_modify,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__btree_map__Entry__and_modify/summary.json
alloc::collections::btree_map::Entry::insert_entry,alloc__collections__btree_map__Entry__insert_entry,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__btree_map__Entry__insert_entry/summary.json
alloc::collections::btree_map::Entry::key,alloc__collections__btree_map__Entry__key,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__btree_map__Entry__key/summary.json
alloc::collections::btree_map::Entry::or_default,alloc__collections__btree_map__Entry__or_default,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__btree_map__Entry__or_default/summary.json
alloc::collections::btree_map::Entry::or_insert,alloc__collections__btree_map__Entry__or_insert,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__btree_map__Entry__or_insert/summary.json
alloc::collections::btree_map::Entry::or_insert_with,alloc__collections__btree_map__Entry__or_insert_with,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__btree_map__Entry__or_insert_with/summary.json
alloc::collections::btree_map::Entry::or_insert_with_key,alloc__collections__btree_map__Entry__or_insert_with_key,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__btree_map__Entry__or_insert_with_key/summary.json
alloc::collections::btree_map::OccupiedEntry::get,alloc__collections__btree_map__OccupiedEntry__get,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__btree_map__OccupiedEntry__get/summary.json
alloc::collections::btree_map::OccupiedEntry::get_mut,alloc__collections__btree_map__OccupiedEntry__get_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__btree_map__OccupiedEntry__get_mut/summary.json
alloc::collections::btree_map::OccupiedEntry::insert,alloc__collections__btree_map__OccupiedEntry__insert,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__btree_map__OccupiedEntry__insert/summary.json
alloc::collections::btree_map::OccupiedEntry::into_mut,alloc__collections__btree_map__OccupiedEntry__into_mut,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__btree_map__OccupiedEntry__into_mut/summary.json
alloc::collections::btree_map::OccupiedEntry::key,alloc__collections__btree_map__OccupiedEntry__key,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__btree_map__OccupiedEntry__key/summary.json
alloc::collections::btree_map::OccupiedEntry::remove,alloc__collections__btree_map__OccupiedEntry__remove,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__btree_map__OccupiedEntry__remove/summary.json
alloc::collections::btree_map::OccupiedEntry::remove_entry,alloc__collections__btree_map__OccupiedEntry__remove_entry,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__btree_map__OccupiedEntry__remove_entry/summary.json
alloc::collections::btree_map::VacantEntry::insert,alloc__collections__btree_map__VacantEntry__insert,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__btree_map__VacantEntry__insert/summary.json
alloc::collections::btree_map::VacantEntry::insert_entry,alloc__collections__btree_map__VacantEntry__insert_entry,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__btree_map__VacantEntry__insert_entry/summary.json
alloc::collections::btree_map::VacantEntry::into_key,alloc__collections__btree_map__VacantEntry__into_key,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__btree_map__VacantEntry__into_key/summary.json
alloc::collections::btree_map::VacantEntry::key,alloc__collections__btree_map__VacantEntry__key,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__collections__btree_map__VacantEntry__key/summary.json
alloc::ffi::CString::as_bytes,alloc__ffi__CString__as_bytes,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__ffi__CString__as_bytes/summary.json
alloc::ffi::CString::as_bytes_with_nul,alloc__ffi__CString__as_bytes_with_nul,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__ffi__CString__as_bytes_with_nul/summary.json
alloc::ffi::CString::as_c_str,alloc__ffi__CString__as_c_str,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__ffi__CString__as_c_str/summary.json
alloc::ffi::CString::from_raw,alloc__ffi__CString__from_raw,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__ffi__CString__from_raw/summary.json
alloc::ffi::CString::from_vec_unchecked,alloc__ffi__CString__from_vec_unchecked,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/alloc__ffi__CString__from_vec_unchecked/summary.json
